Speed_RPM,Torque_Nm,Vibration_mm_s,Temperature_C,Shock_Load_g,Noise_dB,Failure
1644.9666709246594,246.63106543194135,2.483544187412587,50.87358002728163,1.8444389840508926,74.35694196709203,0
1402.8866673570396,251.72522556960186,3.5808966570070844,44.27052195407969,1.45169333387961,71.5345979995537,0
1959.2552988337638,245.16176819072382,0.837705437394388,66.45195842502145,2.041720481878435,75.7962075769569,1
819.234199905696,236.94292302075874,0.5,57.03988497436125,2.4416676775075494,68.75719728319206,0
1818.5727399433933,248.88012338174732,5.347451859819714,56.05091181788922,1.2639480844675248,80.24239336534563,1
1237.634701972413,212.23010182178263,4.4989846879971624,62.16153144882714,2.2681525934372955,71.4079735919804,0
1091.5645214883054,196.19606145355502,5.040554862330898,59.3454634846488,1.459443686125394,78.38245600099455,0
1723.976485125545,220.6894874940036,2.717521222127111,40.63656528176253,0.5566638402292519,84.39962467593959,0
1719.622453576093,240.78388578223434,4.07309015046602,55.942475580936645,1.523415917814889,75.09164198884963,1
1947.0991273498594,230.40595416725506,6.910048103674825,50.552648349385606,3.0905497994406623,71.31175947617017,1
1837.0257273444836,138.60043542660952,2.3079513034161763,79.77741940018356,1.593474054657249,73.97652726780906,0
1021.548908338214,73.37746262969542,5.338970008623984,59.96563703714709,1.4915819213229544,72.63211525767639,0
1404.6572341776637,256.54428366299663,4.245195425557512,70.19735738254208,3.2310589333683595,60.633533512241044,0
2071.1682154879622,254.60470197813396,3.3627066028771946,69.97044118322998,2.8442557637772437,79.022288587489,1
1388.776850277458,207.6489621894937,3.4699227024167625,53.75767946924293,0.1,66.31069232806217,0
1269.3035542190455,181.23688150101663,3.031626155899737,54.16101251361218,0.7507554223970965,72.60958083410932,0
1584.1563877227757,219.83800597892036,2.6250121280174015,55.35057864445795,0.8796481014698337,79.17160099935157,0
1413.584347490841,178.58273883309204,2.8191198561713366,60.56648561795384,3.0248667172050308,65.85513949062833,0
1203.6289843920927,196.02217576959507,3.99957910360425,49.5683721941572,1.0002924860274156,82.27300200598422,0
1555.061445131725,198.64470493510805,2.777125743409603,52.73930819652375,2.58000112810267,72.41144926082724,0
1394.1019095689385,64.16242960582952,3.9412137124419684,45.93820547008347,1.6294994409793158,69.64328083630512,0
2152.415049912617,280.5410786722475,3.7729566260865246,69.60659076225345,3.1438509048952645,69.70971198674808,1
1708.1139470760454,182.63276835607013,4.963635778412458,77.22824044846521,0.7118610145711302,74.48268277453582,0
1536.9366356641826,174.40434862774245,2.6433520265899855,59.08626201687739,1.7046148937838044,74.61616104291801,0
907.8632759339235,246.6888482669242,1.0848088502940056,47.06352716608504,2.899671636679278,72.49645079658644,0
1655.373031871988,207.94862902500495,1.430860606812689,75.65897171166931,2.813146426235082,69.50388148417994,1
1629.0977927043496,221.80428291455289,3.096623419479343,67.02295879545207,2.9631016952544518,67.75222225528613,1
1554.7621793372507,149.15584463243783,5.038584390887313,58.22767616151114,2.4218475890333404,69.07958462728485,0
1325.1522742141806,225.9567988464172,4.62093739908261,36.48982331239783,2.0503688853591435,83.58886824940879,0
1305.9189666883278,169.38816327461248,4.708945518765108,46.17982431307563,1.81302075371862,73.68419363970087,0
1338.1557382706499,266.1065780550421,5.090194924817998,44.65643415520428,1.2647990530895146,76.03477681941818,1
1198.7279914445137,177.50095093680687,3.494191409503973,55.21656792905592,1.2633617089804399,74.59399872930668,0
1596.4301454195756,279.7712782514644,2.699658645388314,62.58199667125311,2.9667516356481114,65.54414434592306,0
1684.736854879071,127.6935635792778,4.233981379570252,59.184925182646786,2.58606525845754,80.04356034645326,0
1538.5160253214256,195.54406404493156,5.221272456605923,49.32902632360245,1.8597014752070673,63.567197916177676,0
1709.030090534045,258.7218150148793,6.6734500144618965,61.983429986898464,2.917939975123769,75.31519494118226,1
1613.2641799257171,196.68880453138,3.7467354076250965,54.98892171749295,2.1586578518152617,80.10864775071393,0
1589.8606045278764,219.5504820110666,4.032239381047812,45.193849423879,2.867849434632589,80.23076531762973,0
1794.816222582585,318.2849550906347,6.934547793650886,60.04510556704039,2.8180753089266375,71.75258520890104,1
2156.1704847196725,255.60297900312023,2.9990926924618764,78.26755511268182,2.2157413145702067,71.4993462159474,1
1759.996068556767,144.68029405196464,4.223368752076286,52.557801096963296,1.3997224808679154,81.85753457760028,0
1752.0300260968993,248.82660895942792,4.375123527246629,55.0023985044656,1.8875629304015709,74.79596879551097,1
1539.1721021179428,184.57165120307187,5.128574136000021,65.99495313812616,1.9455953474021408,73.13154619612305,0
1580.5031752158386,137.85009199301027,4.6479530506450395,62.143261795542465,2.8088846971357055,74.71719178463863,0
1775.494981800694,183.52761068264545,2.730460420169541,49.93072639054856,2.5838183496273563,66.56360460179415,0
1057.3178304883108,220.95571126759756,4.177570696064284,72.0123486202718,2.8271587414248227,79.93855444455703,0
1781.6239851532334,245.83210217123855,5.085505809380608,62.41891076052772,2.063953342183588,68.92374133578788,1
1132.1395307334415,215.94262756629354,3.7550111847022554,53.37020611202784,0.16325714655169454,76.52797531019591,0
1429.163714010753,234.5153419741712,5.213812965739397,65.16382632752746,2.5564085613483063,70.34757324622589,0
963.5866890130137,135.00515737506137,3.474123221286628,63.858782065784446,2.1049149172974007,73.73994222682684,0
1404.7996198387923,387.3721420083798,4.574438915835698,54.154646755088606,2.4532340802001653,67.1420463896185,1
1641.3027683679825,211.26626442693504,5.070825711447956,61.72606581860285,1.0809041803683272,72.30158063053754,0
1659.9296435029223,177.23815267372348,4.986926309099068,44.94794035481226,1.910502267333285,73.32571401763882,0
1577.3298045334668,233.8981876208704,4.067805493693521,51.919334992483286,2.588549113495868,77.56137452053184,0
859.6102116090511,181.91923844102698,3.4002866964112655,52.22235240979647,2.381113971106096,81.90634771673786,0
1478.525105870801,170.56189056296105,3.5701334593963203,50.121906477774466,2.6475026976317935,80.23540059999307,0
1279.906793939518,187.57230999703955,2.448853879952445,49.386270862260034,2.0268668151570375,68.13626997066537,0
1644.8946471956165,244.77677833052329,3.5690308289751433,56.02106474037672,0.5540434304504951,70.55227297927969,0
1315.8308132129866,231.728688936305,3.2192688352654213,57.917952637345664,2.1147145080779577,74.53787775918518,0
1317.8160847041943,211.09543117537822,3.408968073391661,66.5233723769445,2.0170528248605817,69.75027123240271,0
1357.4301777479586,114.22065591654383,3.7224710744737943,48.34093734470734,0.9225284360743495,67.32786183978628,0
1331.3967791106593,227.94975999379966,5.6058456853671,72.97433864861317,2.1508517004211103,79.98862575677778,1
1454.9038805154692,81.05709425147128,3.7303551481155712,49.08774709478057,1.986945496876522,75.530978340523,0
2094.770310698599,123.06834718847921,3.7645768613399198,58.20005109684756,1.1118544770955432,72.29198798821426,0
1960.6441398641487,209.6728961064437,7.248948257894075,68.34489034785773,1.5682471024715472,76.20245979407851,1
1219.9246965729271,118.09263666899797,0.721690368454365,49.29319850886502,0.6529525214610312,69.562211354388,0
1345.7293835089774,221.97257162613758,6.544964595570365,58.640798820046285,2.875661267087396,70.00667386066952,0
1703.5190115279793,193.71036637129075,4.778269559205882,67.66852965772871,2.6086326420708774,76.37087653812031,1
1809.7435000622913,204.10635646695627,3.3443819491997235,56.27584702680701,1.9678120889871664,69.6270680858581,1
1681.5924504786183,180.85932895795742,5.099468508488426,66.42987934476254,2.702272062012593,74.60351647681621,1
1431.872138686238,138.60173805117404,6.8511079286783865,63.69934048250907,2.4979834866089297,74.59019343167643,0
1316.542050379505,162.92272248663355,4.1688910383742614,53.46717945898104,0.7680540642635241,73.64216303155968,0
1487.2471528476146,261.09206779788536,2.420321682806449,77.49072443498476,2.230559594754091,79.33155763323037,0
1782.073984010957,142.5492046902383,6.779948958048882,68.55956333260862,2.090895385721316,80.84123839440022,1
2029.1295846357084,209.51969373265433,3.36719930224627,46.92600997669958,1.9658045923104688,67.80858902018804,1
1415.4689085541252,284.1517072932266,3.6045107971474897,47.760399695273655,0.3557775500240923,71.2956078603605,0
1673.1573553367916,200.20517565627463,4.082529949024689,62.89396498067132,1.6149796623913677,79.90015866426218,0
1892.605604558158,192.4894175751639,4.509503141647213,52.41197462340286,1.6524626214954292,79.89094367588696,1
1983.353477595166,230.08851123678588,5.102084590473448,74.58977459966218,1.7272378351069246,76.01232172436454,1
2207.084851088283,275.88118763306676,3.3656933140146528,62.72271380189905,2.363105171180922,78.18090911139267,1
1189.7955863117993,225.14769079678905,1.5828054838584649,55.30378861668463,0.6227371244802542,74.99437734204665,0
593.8718249959592,165.79429145971855,6.323655634405432,49.97414028999361,0.6183879763269393,67.46118387776701,0
1099.679874590162,170.07186951846978,3.8927720437025286,68.99601308551584,2.4629296872018194,68.72035070822925,0
1593.1564730832965,203.68445805989717,4.155990039779395,67.11231775368621,1.823438977220568,77.03374142462314,0
1254.3311818021043,246.32376879400232,3.0788985714352615,75.28733169974853,1.714968919400711,81.67915602161587,0
1596.0026022411357,168.27587839740914,3.021263378802519,73.9445850744384,2.4186428200352723,70.05384700668169,0
1852.7132480876014,192.30010325966694,4.483523123889387,64.0970737887837,2.441163664297612,80.6149550801348,1
1305.8816378167846,213.29267612210705,0.5,38.53096351503551,1.8521345214277722,69.50384628667844,0
2004.0942327762925,222.88361210884395,4.6052061894417315,51.65681308112596,2.8950236849917963,82.7262245962825,1
1265.6554146107765,188.66041440429404,2.8418063229231043,64.11222817324224,1.9141070826792683,80.41580735408198,0
1192.4087119336812,122.2516740129999,1.8623783869864161,47.09583709702066,1.4606800888595353,79.70767434649238,0
2098.0760467247,161.93743558187046,1.9719320167850554,42.2164458149992,3.85255650239164,71.60330879565677,0
1597.1139743894291,154.46735744394311,5.50691070037128,62.747991118342014,0.9049930784650895,80.2977706975277,1
1032.5744690527408,107.89761689015599,1.3429626552520864,57.486378878842636,1.713245832290144,73.69083370487604,0
1389.5003635478047,216.56559854378514,3.215840440531024,65.05892287405567,1.80903700531332,85.40874702672302,0
1247.9243997779208,176.55327707087068,5.179925832867125,53.9301013610998,1.7646521308122851,64.50374219141668,0
1481.162405133187,145.85987587543184,5.979991872987316,63.53545066842997,2.67774069013308,79.1507883001885,0
1643.7653771176383,191.1380188096805,2.728647631049212,49.90265165746425,1.4225084029454163,72.93060702870532,0
1711.3074973748974,149.13896832056187,5.092113354036975,57.97311856968132,2.5723494603031023,74.50120440974122,0
1793.964083011268,220.63481610401584,1.7078151328822606,57.34436495545523,3.1138291714436415,78.46444335572173,0
2277.1544138123877,178.23523788452903,2.421289114526049,43.408970338413106,2.209067874814339,63.441404165365725,0
1603.801182153816,158.77377985289453,5.174031101296091,52.03201375389853,0.34152862713773735,73.46836450428786,0
2007.24538317504,270.14494324170914,3.346834853711652,50.87308672199936,1.2635169194113607,69.99450198714726,1
2131.627168274433,259.3023878231981,3.4047545797741794,56.543181293382304,2.2043792459020364,71.66013993086995,1
1776.2323908449068,236.3271803074764,7.2276373885908605,54.487743079393454,3.2671521617883315,65.93145768202771,1
1149.9414419985137,143.53961676765636,2.6975279715616125,72.85709506340012,1.3743950850546849,77.95762563461038,0
1794.128965811985,263.5398164890955,2.6847185929570596,59.398898508580565,2.858097664632517,79.53549049021784,1
1114.4531366502006,159.6049779171542,2.1871136814663856,73.7968023800037,2.4088076293760268,69.54669870004126,0
1979.012327924992,201.67148445744763,3.053795174196042,60.87421097750832,2.6033136041114875,85.65801912021794,1
1919.980122062134,145.46308007907825,5.369238326361121,57.5314453844805,1.774588867944285,80.3303696421902,1
1481.0887113178715,318.72144310258767,2.737287724957702,52.96638672093123,3.305567764217757,73.45782982771361,1
1390.827611010425,204.0166495904467,1.2625448577603398,51.99811909206069,1.9759872693238842,81.18072574552465,0
1729.5177310376087,132.37841970137168,4.423335224355039,76.4617826206508,2.8773987229110602,70.65989249452947,1
1603.7197629150162,180.01174766994683,5.106062387153305,44.475286329961065,0.1,72.55384948004107,0
1457.9040566924984,192.9806054204888,3.5000916087676908,65.62331428406502,2.745488819600619,71.79465350771827,1
1578.8982668993187,233.54135852076823,6.772137414082808,64.74342358246386,1.2378219506556782,71.57882093740237,1
1765.6745091839653,284.93539317532804,4.438558134760089,82.3841577895758,3.427128867081821,74.47864395616152,1
1147.190139640642,150.5980198838436,3.7882616541550904,61.62940926292961,2.0626202003054654,72.25663653093241,0
1859.0974295490387,297.9577869278453,3.538561105650408,49.13294693085298,2.184450692677713,68.51971774156368,1
1607.103238528491,210.52814103126988,5.668379222592492,69.73599476897537,2.9273906207753555,71.84796350747477,1
1572.5588012874712,206.97223035415956,5.280488713038544,53.594566710100175,1.0387183462905074,75.62000172037897,1
1606.608796515835,281.8626307364897,2.7606239960332886,67.7350403574273,1.1463956174922059,77.79745306321786,0
1493.5891605082475,314.31359560473584,3.9923633372278027,69.45355813914841,2.040979699391853,80.66989804754644,1
1598.0023252451363,216.87791223673491,1.9608003922195594,51.4581787450803,2.944501613393629,75.5661412928234,0
1877.9286550051302,165.78385632657125,3.777815368148189,62.738645288218876,3.102648248884911,81.34071272631444,1
1416.2274472898937,179.63994016983193,6.064109910098688,44.649153926467385,1.7095281396952964,81.5388976124474,0
1839.240771828616,235.40318771175896,7.265795696822965,66.83392412093458,1.6137003323925785,86.37368741229312,1
2313.910277894346,188.70930943755675,6.413584197086132,49.49915156958664,1.7480894118567085,73.33384218929997,1
